Nomor Peserta,Nilai Akademik,Nilai Portofolio,Essay
106923,73,87,66
108102,74,93,97
106854,65,92,60
109919,83,87,85
104631,99,92,89
101414,97,88,68
106118,98,65,98
107517,71,80,66
108762,84,69,74
109838,77,97,73
107267,81,98,94
104294,90,77,76
106216,78,66,89
108349,85,64,61
105798,89,70,66
104727,97,90,99
102474,100,62,66
103648,91,78,85
100321,99,91,72
105137,71,89,61
107521,74,88,97
100062,92,96,89
106523,61,81,86
104849,61,95,90
106145,96,76,73
104657,85,77,75
102353,72,87,84
101105,68,79,92
109769,72,73,66
103548,84,93,82
107096,79,85,78
107859,63,73,76
105417,70,65,70
104547,67,84,76
103004,88,62,95
107289,74,69,82
102507,68,75,69
105911,95,63,69
104581,95,60,100
104536,77,76,81
103251,83,94,90
107929,72,90,94
109145,67,80,84
106627,99,98,65
101182,90,86,98
105640,79,90,89
104533,61,82,90
107846,78,74,69
100726,74,95,67
103608,85,60,71
103019,97,60,86
101884,68,73,96
103946,94,60,98
105033,86,68,76
101840,71,74,61
107812,71,68,97
100118,100,61,63
106947,96,61,83
107611,72,62,95
100279,77,75,85
105431,91,81,72
100034,70,62,89
107324,70,76,78
101966,71,93,67
109326,89,76,72
108648,94,86,92
109873,70,67,68
100420,72,73,87
109892,99,95,89
102015,70,64,76
107419,62,66,83
104892,71,72,90
106690,87,93,73
105772,63,72,68
101814,76,95,97
102610,60,73,76
109250,73,82,100
104093,98,83,90
104806,64,71,93
106545,63,93,95
102137,79,74,76
100672,77,85,87
104477,76,74,94
108626,67,91,72
104502,84,88,69
109066,71,74,97
107335,82,68,71
106228,87,82,92
106476,62,63,62
107192,68,63,89
101773,68,81,98
109864,85,83,86
109096,98,99,76
102698,93,100,67
103502,84,61,86
106639,81,64,69
103210,64,76,71
108192,91,76,63
108564,71,93,67
107719,97,80,95
100115,67,85,61
104348,82,60,88
109205,91,63,87
109411,69,60,79
104458,78,65,87
103076,83,69,68
105184,79,62,73
102628,85,80,62
106964,65,83,90
100851,85,70,86
109456,84,87,65
107342,86,98,99
107214,92,72,88
101169,90,70,85
102405,74,93,79
100618,67,92,63
108221,92,75,94
104306,61,85,97
106957,86,90,79
106951,75,82,73
103881,64,100,80
104015,70,72,89
103290,81,72,81
106317,99,72,92
105894,90,88,60
105084,82,78,63
106925,60,88,85
109157,77,66,76
105549,72,85,95
109064,87,84,63
107913,82,64,63
100859,91,90,68
102673,94,72,92
102480,94,74,75
101235,64,75,77
107989,96,99,83
108758,79,72,95
105299,77,84,77
102364,66,91,87
104681,66,77,80
104591,69,66,86
106550,88,67,74
107898,73,69,90
109729,69,72,82
105779,81,77,61
106407,62,97,89
106807,69,85,87
105300,96,68,97
100011,88,81,68
101481,60,77,89
105871,70,64,95
104651,73,89,86
107321,62,97,76
104319,97,85,83
100155,67,68,75
106860,83,99,75
105295,90,71,99
108759,77,83,80
104267,63,87,70
105378,94,76,71
109676,76,68,74
105316,78,80,85
103645,78,93,71
103118,88,85,73
104326,95,74,64
108113,86,69,94
107643,99,85,62
103314,65,64,81
109908,88,98,78
103530,79,93,87
102098,70,60,69
106742,70,100,81
101791,69,73,91
105377,87,74,79
100873,95,71,89
108859,71,65,81
105603,92,84,83
108721,98,73,98
107512,91,62,78
103773,82,62,73
107918,87,69,68
106666,81,92,62
102662,93,61,92
106188,95,99,64
105574,83,61,65
105655,100,78,99
103595,83,86,75
103458,68,75,94
105368,75,67,70
100648,96,63,62
108850,61,100,85
102595,90,96,94
108454,97,92,62
109233,60,74,71
107814,79,97,95
105133,66,96,60
100304,89,90,100
104526,63,71,99
109704,91,80,64
105837,89,96,93
107836,76,84,69
103949,63,100,66
105468,86,71,86
107782,66,93,63
105315,97,100,94
105606,71,80,72
104935,77,80,92
109332,63,94,95
106595,80,72,95
101027,87,77,84
107901,88,67,78
102126,74,65,95
107466,74,68,99
105444,76,95,98
101029,95,96,83
102922,98,90,88
108899,87,60,70
103412,98,86,98
104882,83,91,66
109055,80,65,63
109889,83,95,84
109643,94,66,71
109975,92,78,88
105887,61,84,89
100484,82,80,90
109912,81,71,72
106112,64,80,83
102993,100,80,98
106649,99,89,91
106686,84,74,61
102591,82,60,100
107503,77,70,89
105478,86,87,99
100871,68,82,95
107106,65,67,97
102788,93,68,89
107640,82,92,85
102125,78,93,97
101083,70,82,88
107793,89,85,86
108457,71,84,95
101829,90,79,98
109995,67,84,60
106801,90,91,86
105687,81,60,64
109903,67,63,90
102410,85,97,72
101878,79,69,70
100078,85,80,60
100502,63,84,79
101567,80,98,60
107154,79,95,92
101618,97,65,79
104121,93,98,98
106621,85,95,99
105337,67,96,83
108995,97,65,76
100245,80,85,86
109387,94,96,68
109472,76,75,88
109330,100,61,82
106166,99,93,99
106482,93,67,94
108167,93,89,75
108653,61,86,67
103188,69,86,61
101325,83,71,88
107037,64,97,62
109549,84,63,68
105853,66,85,87
102585,93,92,79
107093,84,64,96
107934,70,60,78
101320,89,84,98
103516,88,66,95
108232,84,64,67
108552,63,92,96
105520,78,84,91
103895,81,80,64
106225,66,70,65
109778,80,80,67
105550,81,93,83
106003,87,63,88
102123,86,74,62
101003,85,64,64
104190,60,76,64
108558,63,63,86
105721,97,65,73
106149,67,64,86
107587,76,82,61
105620,71,88,82
105790,71,61,68
109699,62,68,65
101268,65,98,64
100565,77,100,72
101230,74,70,78
108093,65,96,93
101269,74,75,62
102592,77,69,89
104896,90,66,85
106598,94,83,94
105729,63,88,81
105639,60,79,68
105962,89,80,77
102428,60,83,86
101605,77,100,96
102103,89,100,89
104215,87,73,71
107981,94,96,92
109514,96,87,83
100340,81,99,79
100009,90,98,60
109198,97,84,81
108841,77,86,88
101413,98,81,93
100210,75,74,78
102691,61,72,60
108656,75,72,98
107632,82,88,78
107396,77,94,86
107541,82,71,73
109844,73,76,63
103763,62,73,61
107196,71,99,99
107070,69,81,83
100487,100,68,91
108311,64,73,67
100137,70,89,90
103490,66,96,88
108584,68,90,68
104531,68,85,86
106207,68,74,65
102337,97,99,65
100012,78,66,95
101035,62,96,86
103365,65,91,97
108163,89,100,76
106501,97,85,95
100154,96,92,100
103769,89,84,72
108279,87,93,88
105906,77,85,65
109006,71,88,62
108118,68,73,80
101412,84,95,74
107922,63,95,77
102660,71,70,86
104911,75,84,64
109961,63,94,68
101727,96,99,68
102524,99,77,79
100642,81,90,75
103469,89,96,79
105130,63,90,78
108743,71,60,85
102431,75,76,97
103035,86,66,74
109842,75,84,84
106095,93,90,65
108086,71,87,69
109323,65,95,87
107102,90,91,86
105117,64,79,75
102448,92,94,95
102852,97,67,73
100747,89,84,70
104845,87,83,71
107047,99,62,95
100068,87,89,74
103485,89,97,60
109744,68,96,69
103496,71,60,61
108963,93,77,64
104724,74,78,85
102069,98,68,87
103914,71,66,96
107765,70,76,79
103274,85,92,73
102823,92,94,84
103223,100,70,80
107333,66,60,60
108691,90,79,92
107932,82,90,100
108507,71,94,90
107494,95,67,94
100688,80,63,97
109999,64,68,96
105726,64,71,96
109596,89,63,94
104698,87,76,76
103818,79,81,96
101253,100,91,65
108461,86,94,85
100910,86,84,61
108946,69,96,82
109757,91,91,83
109350,90,68,72
102579,77,77,68
105252,67,90,96
103552,95,98,82
104135,69,95,88
102246,88,89,66
108878,67,76,74
102441,63,98,88
102187,67,91,73
103814,68,95,94
105366,97,74,66
104508,65,62,90
109835,93,62,70
106692,88,62,60
108041,98,100,67
105744,68,81,62
100858,61,94,86
109684,62,100,76
103206,76,86,97
107307,62,87,62
101462,71,71,91
104310,91,79,63
104893,70,96,97
109163,80,80,61
108053,96,92,97
104852,74,95,73
108474,67,88,65
104147,89,81,78
105737,65,99,93
103885,74,75,83
109244,75,87,94
100439,92,94,61
101694,83,70,90
102345,87,75,80
100412,66,76,84
108217,69,95,75
102114,61,91,60
104964,71,65,79
106220,83,62,64
105961,66,62,68
104102,100,79,62
103443,96,90,87
104330,72,97,61
100537,95,100,95
108567,65,61,88
108895,72,99,99
108660,78,64,76
101659,60,94,99
105898,61,81,65
109067,80,72,61
100818,73,93,89
102899,86,69,75
101656,81,97,89
105630,74,79,86
105938,73,91,94
104345,100,64,81
104955,63,65,80
104666,77,87,86
108342,65,98,97
103523,86,77,84
102715,87,74,89
103579,73,68,90
103150,77,77,76
107874,82,76,72
100699,91,64,71
100222,85,89,78
105063,88,87,98
104252,73,62,94
104564,67,96,79
105882,86,87,69
102286,77,65,92
101067,64,87,72
103634,90,76,78
102460,88,95,63
108414,68,60,64
107411,87,72,71
100849,66,67,64
107860,67,86,83
105988,86,76,85
106994,71,92,86
102389,97,83,61
105866,89,75,66
101819,80,84,81
107697,89,98,80
104856,88,72,90
101013,83,93,95
103435,69,68,90
101909,60,88,68
108612,98,71,71
106368,79,92,96
103711,67,73,62
103246,98,78,75
106575,63,73,69
107212,90,66,68
103214,97,78,63
105003,65,72,80
105018,76,75,85
108452,86,81,60
103968,91,80,69
109403,66,86,64
102122,85,77,66
107121,71,65,70
104601,77,88,70
102427,91,92,92
107730,91,83,99
107675,80,86,63
101861,86,72,81
101078,99,72,79
103256,70,63,73
108523,98,74,81
102054,64,74,68
107659,99,92,70
107064,75,72,89
106041,73,93,89
105876,95,88,99
100409,98,73,62
108745,71,72,60
102275,99,91,72
103663,71,75,72
109480,96,83,70
106710,78,88,76
102387,71,85,98
101151,94,62,85
106508,76,86,87
106250,88,85,89
103690,69,99,61
105840,97,100,65
101911,68,61,88
103196,77,97,78
105693,88,82,88
108269,85,75,62
103821,90,67,73
104384,97,98,78
108652,90,96,63
106747,78,83,72
105079,72,60,81
104948,61,83,69
107641,87,63,89
104607,70,67,83
103085,63,80,93
105140,76,82,68
107815,87,98,67
101245,66,90,89
101815,60,87,69
108355,67,61,91
104439,85,87,87
104137,63,91,96
103030,96,66,71
108765,81,99,66
103917,68,65,89
101202,98,78,69
101916,93,68,74
101492,96,98,90
108837,64,80,85
105921,87,85,64
106961,73,94,85
102092,73,75,77
108203,68,60,79
105722,66,78,76
103110,90,92,92
107427,72,63,83
104848,94,79,93
106894,63,80,100
101394,100,87,83
101265,76,99,78
100185,65,74,93
100181,100,96,96
106607,89,97,77
101955,82,91,64
101442,97,67,85
105045,83,85,80
103325,96,62,98
109861,94,87,99
102863,66,68,68
102436,66,89,95
104301,84,70,73
108240,72,61,98
102453,77,71,83
107223,91,60,86
101043,97,99,68
104031,60,87,79
102866,70,75,92
106124,64,74,64
107869,91,100,93
104999,70,90,83
106162,89,69,99
109736,93,60,80
109139,73,71,76
102376,79,80,100
107007,72,98,91
104132,76,91,75
103122,97,75,95
103965,74,60,64
104243,96,100,74
100080,64,94,64
101934,60,83,92
101687,97,67,63
105516,71,97,99
102177,65,84,67
108809,100,88,84
105411,76,76,93
102217,76,70,71
103573,70,81,78
109637,65,73,66
103708,83,88,64
108760,63,98,83
108317,98,96,83
100362,78,66,88
109554,90,68,66
109987,76,98,78
107654,91,99,62
108098,81,96,62
106460,93,89,96
105052,70,72,96
107418,91,75,91
108949,79,69,60
109077,62,96,88
100614,79,85,69
108791,91,73,79
100338,79,66,69
104144,99,97,75
108135,99,90,99
103044,93,79,68
101454,90,88,97
109951,99,72,99
108352,72,100,96
101769,76,92,64
106311,76,93,72
107257,66,72,90
107340,64,97,61
106685,80,76,68
100213,90,78,87
104438,72,89,87
104753,93,83,92
100308,86,80,83
103521,78,83,100
109521,66,61,97
107704,62,84,75
105889,86,89,74
102605,85,94,78
102231,73,66,77
105710,87,94,92
104238,97,71,95
102528,81,92,90
107519,65,63,85
103587,85,77,71
106195,72,68,67
103288,66,86,61
100489,69,70,97
105776,70,76,78
105861,68,86,96
102488,86,75,98
106578,76,62,87
102200,91,86,92
109577,90,82,87
104499,97,72,87
104833,98,76,98
103850,66,81,79
105990,66,79,64
109619,61,65,100
101771,61,79,72
109869,81,95,99
104904,60,79,100
109832,82,66,95
103321,96,79,63
105183,86,90,64
102205,80,88,99
101181,80,67,86
105827,99,69,63
104602,94,89,83
102011,90,90,95
102406,87,77,79
108957,96,67,90
105169,69,60,66
107876,68,82,92
102483,80,89,91
109467,83,95,60
109400,99,89,97
104524,73,72,65
103659,69,84,70
104527,87,96,77
104916,86,69,62
102572,97,90,60
109772,94,76,62
102245,66,69,84
107890,97,88,84
108360,66,90,86
103054,81,80,92
102271,63,92,84
100271,71,75,77
104324,71,98,78
102478,89,72,75
102372,74,75,63
101564,79,71,65
105472,86,71,70
104417,76,89,95
108044,95,79,93
105688,77,99,62
108358,76,86,92
101590,70,70,85
109162,69,93,84
102277,95,99,64
103754,85,88,65
100994,86,60,61
107017,75,73,89
107136,87,70,87
107153,64,83,69
104887,98,95,93
103545,81,81,76
102847,99,60,78
101000,83,68,83
102664,98,98,77
106785,82,91,76
101203,88,87,97
104691,66,92,60
105765,73,89,73
101588,73,73,86
106062,77,83,70
100274,100,85,89
108517,90,65,85
101984,64,68,61
108657,78,78,99
102309,62,69,66
101210,87,98,89
106763,68,94,87
102714,75,80,97
100015,83,95,60
101810,90,90,85
103245,73,95,88
105108,88,81,83
102417,74,97,62
108015,93,83,62
108485,64,92,75
100482,70,93,87
106836,78,60,66
100598,96,80,93
104582,68,79,69
102523,69,75,60
109094,73,77,87
107848,72,85,89
104006,89,75,73
100261,74,64,77
106406,100,68,86
103831,73,83,60
108806,69,62,62
108190,72,97,88
103684,97,85,60
105150,89,97,67
108145,71,82,80
103411,84,82,60
106604,68,87,81
107330,75,63,94
109429,92,67,90
107763,76,70,86
105803,71,77,79
106314,75,97,97
109409,85,66,100
106485,81,99,77
100192,82,60,64
100158,77,63,76
107234,88,75,78
105286,87,76,74
109781,68,75,79
109458,87,60,73
100512,88,92,68
104119,99,60,99
100817,99,71,70
100546,95,84,97
104154,90,87,83
107063,69,77,83
103282,77,90,61
102268,76,79,82
102920,60,87,88
108697,86,72,89
104842,67,70,69
106213,78,69,76
102675,71,69,74
105684,72,96,87
109773,73,85,72
102044,68,88,62
103980,100,79,76
104263,78,63,100
106877,77,91,99
100327,94,82,61
107938,71,89,86
106950,83,92,84
105303,66,92,89
105752,74,98,77
101139,61,89,96
100560,74,90,99
100847,97,74,97
105288,66,99,79
105975,69,97,74
108986,63,64,98
106191,69,80,69
108631,94,83,84
105087,90,76,71
100116,61,82,76
107808,98,66,81
105507,74,84,73
102266,76,87,82
104423,90,83,84
109008,73,66,71
102697,82,89,79
101255,95,65,89
100438,83,76,88
109761,97,67,84
106274,89,60,94
101870,86,70,70
109875,78,67,90
109709,82,95,63
108774,66,61,69
105155,70,68,98
106610,61,87,87
107538,69,89,64
107524,86,97,61
107185,75,98,90
108977,77,75,87
106589,79,72,83
100427,79,72,85
107881,61,80,78
109508,87,82,86
102134,96,99,80
109693,95,92,65
107281,69,96,72
106395,73,99,75
103390,66,63,74
104781,84,62,90
103262,70,70,68
106613,97,81,93
101458,65,80,86
104226,100,83,72
104679,75,97,62
105756,74,88,79
101804,81,90,64
109848,60,95,74
104036,95,80,95
104491,93,98,67
100596,74,76,73
104587,66,84,60
100022,84,91,99
106650,63,60,67
101712,64,76,95
108728,97,82,62
100710,100,90,99
108235,91,78,70
102602,87,90,82
109441,63,61,89
108555,94,98,68
102248,73,98,95
106171,77,79,60
104867,100,87,91
102063,70,74,66
104516,98,78,97
103687,63,77,76
102057,87,77,69
100689,75,81,90
107705,94,65,81
106533,96,77,88
106754,99,63,93
106729,80,95,67
107273,85,74,74
103935,71,96,75
109180,77,64,86
104275,65,62,71
106674,79,66,74
102247,67,94,76
100318,64,89,84
108460,91,91,62
105023,89,62,91
104127,87,81,64
100190,92,94,69
106913,78,96,85
103592,89,93,93
100656,73,61,87
108487,69,84,70
107536,68,96,99
100410,85,60,90
100111,93,63,86
102165,77,94,92
108982,76,60,77
107785,67,66,89
109380,90,64,89
107067,76,85,98
103798,82,90,100
105590,97,83,65
107747,69,77,93
108220,72,90,92
102855,84,95,70
102878,82,70,74
103503,74,99,87
101014,93,90,71
100434,64,99,67
109970,65,82,72
101332,72,80,92
107054,72,88,71
104066,60,97,86
107889,65,97,65
106549,82,63,68
102225,93,75,81
107805,61,80,66
106445,70,67,84
109747,66,86,100
101434,76,74,97
104518,67,84,89
100351,87,68,73
104133,98,76,95
101621,80,68,65
100773,78,72,73
108463,66,95,97
109106,98,97,90
104800,94,69,92
107739,70,87,62
100145,99,61,73
100622,100,73,90
104492,100,90,60
108343,87,89,69
108842,90,82,78
109159,96,60,76
103287,94,100,75
101932,85,84,81
102108,87,99,81
100497,91,94,87
103402,63,99,85
106319,60,78,64
100969,97,90,84
107674,99,73,68
108353,72,87,83
102506,80,84,87
103679,71,95,100
103689,72,83,97
104694,87,83,88
105818,81,98,90
107118,72,78,93
104798,77,97,73
104924,99,77,100
100609,91,74,82
105040,89,100,77
100563,61,67,63
107463,97,95,99
103015,60,68,80
108932,83,66,62
106863,73,98,91
103177,68,69,75
101793,80,66,69
101957,78,91,78
106276,76,66,96
100811,73,79,83
106295,68,90,77
102203,66,66,79
108184,87,66,63
103047,97,76,97
101948,95,98,69
100172,100,71,63
109222,86,60,66
107709,90,63,76
106264,72,86,100
103237,76,73,83
102696,83,75,90
101015,68,90,96
108378,76,75,86
109930,78,72,85
103363,70,89,95
104210,75,74,93
100615,98,63,92
100814,84,70,64
108132,96,76,93
106032,60,63,74
103539,63,73,84
100446,86,67,67
101081,80,78,96
102261,93,99,61
104535,84,76,95
103840,78,89,76
100920,100,66,94
109187,69,93,66
103437,68,90,68
106769,67,61,90
102732,88,68,69
107703,79,85,69
108945,82,99,74
100757,63,95,66
100407,74,65,70
107935,62,82,71
104706,83,65,94
105506,84,74,65
103537,80,96,84
109545,95,81,82
109129,92,80,86
109457,94,65,60
108873,88,79,95
104960,97,74,62
106027,96,71,61
105749,78,67,67
100461,95,65,78
101608,99,78,97
106323,95,80,76
107691,61,68,84
104328,89,77,80
104556,80,95,96
103482,97,91,61
108025,95,92,70
107263,94,78,65
105222,87,92,89
105428,74,61,74
107288,90,96,77
109269,87,77,90
102047,64,99,75
106756,64,79,79
105668,66,91,100
107346,63,67,84
102565,99,90,76
102997,96,64,84
106107,87,62,72
100356,73,61,93
108682,60,98,64
101800,70,60,80
100240,89,72,81
102392,74,93,65
106982,60,85,99
108435,60,99,91
106618,92,82,60
104053,71,73,72
109686,89,67,97
102655,65,61,82
100857,65,94,85
108056,90,79,83
104517,78,67,83
100793,76,82,88
109035,77,91,99
102631,71,94,88
109788,69,99,99
106404,69,88,68
109540,86,69,97
104906,72,90,96
106974,60,67,77
109885,99,83,75
103790,88,99,80
106029,73,94,61
102342,83,98,75
100200,87,69,97
102262,85,67,68
105062,80,96,61
103621,72,83,76
105954,84,96,75
100341,65,60,61
108231,94,100,100
107139,72,98,74
105880,75,98,80
100956,81,74,63
102401,96,97,88
108181,72,70,92
105647,94,60,91
103576,65,90,93
108286,80,83,90
108229,91,82,87
108210,94,73,83
109641,83,89,65
102908,79,89,91
103869,81,89,63
105126,66,65,98
107253,64,79,98
107084,69,60,74
108297,84,61,62
101530,92,81,95
100705,70,95,83
102812,86,83,72
109341,87,85,69
104164,76,88,91
107040,94,82,82
103617,82,73,60
100593,88,64,93
101651,88,86,95
102887,74,100,94
107644,97,91,95
105198,85,87,60
109836,65,72,89
103974,62,86,76
100334,95,74,62
102492,71,77,63
109899,73,78,93
106663,95,83,81
103666,91,66,94
106576,90,89,89
105931,65,96,76
103315,89,78,61
104020,87,87,89
108839,61,94,87
109302,100,99,78
101097,86,93,99
109000,88,62,80
105289,99,67,70
107923,99,85,60
100477,93,60,93
106261,92,90,73
109791,64,88,79
106952,60,78,74
102643,71,88,77
100147,95,75,81
109318,64,85,73
103025,86,87,88
109124,75,89,74
109396,88,87,62
109002,76,99,90
104985,66,67,93
108731,91,96,70
104448,62,78,100
104078,77,93,97
101040,61,65,85
104570,92,89,93
105982,93,75,60
104394,98,90,65
101057,64,74,86
102263,90,67,87
103388,64,77,74
103873,75,66,62
102960,81,100,79
103335,98,90,72
107470,70,60,91
101012,76,86,98
103057,62,71,90
102253,92,68,61
105569,99,88,93
105736,83,77,99
105900,61,97,76
108114,96,96,72
109471,85,98,87
102490,68,96,82
106547,87,63,72
100829,60,60,97
104739,95,65,73
107298,86,81,67
108070,82,72,95
108677,91,79,82
103717,61,66,80
100467,89,60,92
105015,63,84,91
104336,63,72,78
101310,94,86,99
105127,96,70,70
108188,80,94,70
109656,65,82,98
104272,84,74,88
104395,79,92,93
104834,97,87,91
107893,63,84,88
107461,79,91,76
105865,83,72,77
107158,90,63,76
100658,90,86,86
100065,85,83,73
107166,67,60,63
102295,72,70,66
105905,64,89,77
108494,87,93,68
105802,72,99,88
106493,70,87,83
105552,70,81,99
107831,66,90,86
102344,67,75,87
107760,60,68,94
108253,94,99,91
106350,92,83,90
107652,83,95,91
100253,60,84,82
102178,67,86,71
104905,90,88,96
101232,78,74,79
105659,92,74,99
105473,62,80,90
103103,98,98,83
107413,72,63,63
103826,60,75,79
100948,68,83,93
100856,63,96,65
109005,73,84,86
105047,86,77,81
108593,63,90,61
109427,98,77,63
105293,66,77,77
106889,66,98,73
106749,80,76,94
101494,62,70,66
103048,81,65,76
102962,78,62,74
109192,76,74,91
105480,93,97,97
108364,65,60,85
102661,89,89,90
103955,75,80,93
109260,85,65,78
108664,84,63,60
105572,96,70,82
106487,60,74,99
102175,73,65,96
104465,72,82,62
102252,66,63,77
103474,63,72,71
103609,92,60,61
104230,95,92,70
108744,73,98,68
106179,71,64,93
106486,77,84,95
109828,64,90,93
104506,83,100,73
104468,70,64,67
105253,98,70,91
104385,98,88,80
106517,96,89,85
100888,89,76,92
101348,85,80,60
102257,95,76,61
104693,67,71,63
105996,60,80,62
108525,60,69,71
101364,68,81,96
102994,63,78,85
101438,66,74,84
108545,97,87,66
103453,67,69,96
107380,73,95,89
104716,78,79,82
101321,77,70,98
105862,63,60,96
108036,68,82,73
108049,63,98,100
101343,71,68,87
105327,70,71,77
104745,75,89,68
109307,87,88,75
102157,98,60,68
101958,95,61,62
100534,78,77,84
108880,95,72,74
106165,81,91,75
109464,88,95,74
101132,93,70,71
104697,85,79,89
103748,70,79,87
105725,61,98,88
109246,81,69,85
100573,85,73,64
103162,70,74,76
105878,73,65,70
101664,62,79,72
100716,78,93,98
103971,80,96,72
107618,67,95,68
109570,100,90,84
107514,81,60,89
108499,97,89,98
105891,79,93,82
109288,86,71,88
100899,66,65,87
105443,60,69,76
108667,68,87,61
106421,81,75,84
103349,97,95,97
108706,63,70,84
101515,100,67,63
107694,88,74,98
100230,96,76,91
102876,99,95,91
104058,61,70,98
103043,65,66,78
104529,87,87,73
105223,91,82,90
106830,100,91,64
100981,69,72,69
109815,67,94,89
107278,95,84,86
106962,65,74,95
101559,88,76,95
107145,81,80,91
100312,71,85,72
103570,63,76,77
108166,78,98,68
103379,95,60,88
104641,77,81,75
109507,87,100,88
107189,69,88,100
107011,79,65,94
104749,67,92,80
107811,67,72,78
105170,97,88,60
104574,94,70,79
101913,93,70,72
103740,70,86,81
100772,65,64,81
109866,88,65,67
108228,92,80,82
108105,79,64,69
102232,99,78,60
108536,90,88,77
102052,91,100,65
100507,61,88,72
107458,92,61,61
101917,100,62,67
101657,60,89,95
101795,97,60,88
100738,81,67,76
100376,82,65,89
106558,87,87,94
107405,65,62,61
103902,95,60,96
109131,95,64,76
100879,100,71,88
100771,63,91,62
103774,88,88,60
106365,87,80,79
103532,69,100,83
105340,63,65,78
104450,71,96,64
109990,82,63,63
104323,64,83,64
108151,89,89,86
108320,62,89,99
108754,90,94,75
105461,65,83,66
100594,72,98,86
105056,77,92,61
105623,75,67,66
105599,84,76,92
106275,81,100,81
107749,100,85,65
104784,63,74,73
107678,91,64,99
100270,66,64,86
108579,93,87,86
104899,71,64,82
101668,99,66,73
107101,68,84,100
107863,63,91,82
108347,99,84,76
100290,85,80,84
107390,66,98,72
106927,67,64,73
106484,100,98,96
105396,89,100,84
100385,65,89,99
102378,98,96,96
103091,63,63,65
103024,67,62,64
100647,83,61,100
103067,84,74,78
103222,89,98,95
108736,77,89,61
105041,93,97,94
106803,74,97,64
108390,76,84,84
105475,61,83,63
107284,60,84,85
100238,75,100,69
102787,76,64,81
103269,68,74,77
101993,80,60,75
109492,85,87,91
101923,60,62,82
104986,99,87,81
102367,62,75,60
107294,66,83,84
103089,63,79,79
109606,90,63,95
105654,73,84,96
100812,80,78,61
100096,71,98,89
108387,71,71,82
108238,65,60,88
108852,76,92,80
100160,73,90,79
101355,68,65,69
106483,87,60,95
101938,66,87,94
101216,64,90,78
106167,100,72,96
106878,75,98,71
106367,60,91,83
100962,99,97,75
102312,97,99,74
108007,66,90,75
106959,89,60,82
109144,85,60,65
100606,72,97,99
100667,60,86,93
105622,88,96,97
109174,67,60,85
107720,61,96,70
101372,67,83,82
105719,100,95,88
103294,86,86,86
104762,100,78,80
102212,82,81,97
102235,74,65,67
102267,91,95,92
105255,81,80,62
108844,67,81,74
107433,96,80,68
101490,76,100,74
103472,66,74,64
102454,80,65,94
100553,98,100,67
109263,64,78,77
104482,76,94,66
101585,94,84,80
100821,74,70,67
104189,99,74,76
105796,75,70,80
109515,84,75,70
100529,74,83,89
102969,70,61,86
103491,64,91,85
106536,80,60,88
104687,100,63,73
103381,71,61,80
108471,89,100,85
100836,63,100,82
104200,86,84,76
100004,87,91,65
104341,62,87,94
106453,62,98,89
103108,83,79,86
107567,88,86,96
108434,78,72,97
103890,61,81,99
103791,64,83,72
103531,96,93,98
101967,77,88,95
106199,84,82,64
102186,85,71,90
106218,72,63,79
101068,94,62,74
103685,81,87,65
103787,69,98,78
105972,96,95,73
108331,66,83,90
107518,77,62,94
105344,91,61,77
108124,66,60,89
105246,76,96,68
100490,90,85,93
100876,88,89,60
101089,71,93,62
107248,92,86,97
100905,98,70,95
105014,85,82,66
106700,98,63,92
106232,89,96,64
101580,62,100,70
103915,79,100,64
108616,72,86,79
104871,78,77,97
107120,60,99,91
101893,82,73,83
105022,77,69,71
105838,64,65,62
103174,64,87,72
108211,78,90,84
102049,65,85,61
100907,74,95,66
106755,70,94,73
108209,89,67,93
104343,79,89,98
104208,94,88,66
106144,63,61,99
104429,68,60,98
105131,86,68,61
100082,78,69,100
102894,64,96,99
101295,67,88,64
105235,89,89,85
108570,95,92,90
106142,75,60,92
107193,63,69,61
102476,63,60,87
107629,66,92,89
102034,62,87,89
106890,97,97,74
100518,84,97,92
106848,95,83,69
104836,63,100,90
105500,67,80,69
104900,87,68,86
108189,62,74,73
105381,67,60,65
107961,70,76,76
108999,65,76,71
105605,100,75,70
101104,82,71,86
107229,61,71,65
100499,66,63,60
101141,88,94,77
104309,65,63,96
105495,100,72,95
109208,70,80,93
109754,67,94,70
109200,89,75,60
102127,96,77,84
105999,78,72,74
106131,62,83,98
104259,89,73,98
101055,92,95,60
103964,85,75,65
100114,96,93,79
104654,79,69,65
105525,92,67,70
107834,87,93,83
107768,86,92,94
107956,88,75,69
109853,83,63,83
105050,78,87,76
108099,65,97,93
104655,61,85,80
101513,81,87,74
103880,94,85,95
102614,61,62,91
105850,89,71,70
100630,94,72,81
102338,74,70,77
109500,90,75,73
101591,69,60,77
107159,87,71,62
103624,67,71,88
103195,72,75,75
104184,89,99,86
103455,96,78,64
106606,98,91,81
106245,88,60,69
108990,81,95,97
100283,83,70,69
101994,97,77,80
101262,80,90,69
109932,73,95,99
105993,100,86,97
100544,61,99,87
106615,68,86,67
105215,99,72,86
103442,69,97,73
108367,77,79,85
104293,85,66,90
107138,83,86,65
108155,100,63,91
106792,70,86,86
108672,86,62,76
109826,73,64,72
106662,91,70,86
108003,81,95,72
103512,93,91,84
106519,61,68,72
102091,92,98,93
109121,66,79,81
101555,94,76,97
102620,90,79,93
108187,86,95,71
102288,98,75,88
104355,96,60,64
108836,77,66,68
